0.000000,2.021555e-05
0.010000,3.740551e-06
0.020000,2.437743e-06
0.030000,3.396172e-06
0.040000,3.491402e-06
0.050000,3.265111e-06
0.060000,6.020459e-06
0.070000,5.283130e-06
0.080000,4.216544e-06
0.090000,6.073074e-06
0.100000,1.144162e-05
0.110000,1.583627e-05
0.120000,1.959227e-05
0.130000,2.981232e-05
0.140000,1.742630e-05
0.150000,2.007938e-05
0.160000,2.320172e-05
0.170000,3.042095e-05
0.180000,1.142950e-05
0.190000,7.483332e-06
0.200000,4.737115e-06
0.210000,4.420239e-06
0.220000,4.782024e-06
0.230000,3.763322e-06
0.240000,3.090959e-06
0.250000,3.610719e-06
0.260000,3.906314e-06
0.270000,4.300109e-06
0.280000,4.685549e-06
0.290000,6.344321e-06
0.300000,3.769518e-06
0.310000,3.782853e-06
0.320000,4.663335e-06
0.330000,6.054742e-06
0.340000,1.900868e-05
0.350000,2.330179e-05
0.360000,2.489187e-05
0.370000,2.701860e-05
0.380000,3.505487e-05
0.390000,2.835539e-05
0.400000,2.339471e-05
0.410000,2.230252e-05
0.420000,1.044659e-04
0.430000,1.500655e-04
0.440000,1.324137e-04
0.450000,1.872706e-04
0.460000,3.956486e-04
0.470000,5.356192e-04
0.480000,8.683288e-04
0.490000,1.328092e-03
0.500000,1.181032e-03
0.510000,1.482692e-03
0.520000,2.123201e-03
0.530000,3.053259e-03
0.540000,4.616204e-03
0.550000,5.719994e-03
0.560000,7.028368e-03
0.570000,8.147073e-03
0.580000,1.761971e-02
0.590000,2.149328e-02
0.600000,2.673234e-02
0.610000,3.084508e-02
0.620000,3.103739e-02
0.630000,3.719459e-02
0.640000,4.602565e-02
0.650000,5.687771e-02
0.660000,3.478020e-02
0.670000,3.457805e-02
0.680000,3.320995e-02
0.690000,3.196038e-02
0.700000,3.213375e-02
0.710000,3.202024e-02
0.720000,3.459876e-02
0.730000,3.235403e-02
0.740000,3.192732e-02
0.750000,3.260307e-02
0.760000,3.493688e-02
0.770000,3.541396e-02
0.780000,8.561829e-02
0.790000,8.645201e-02
0.800000,9.195298e-02
0.810000,9.881880e-02
0.820000,9.898818e-02
0.830000,9.222402e-02
0.840000,9.182370e-02
0.850000,9.099162e-02
0.860000,1.038046e-01
0.870000,9.684799e-02
0.880000,9.143046e-02
0.890000,8.771089e-02
0.900000,9.781514e-02
0.910000,8.722831e-02
0.920000,7.358561e-02
0.930000,4.971078e-02
0.940000,3.223635e-03
0.950000,2.600474e-03
0.960000,2.110558e-03
0.970000,1.660284e-03
0.980000,9.170058e-04
0.990000,7.088107e-04
1.000000,3.966816e-04
1.010000,3.646167e-04
1.020000,1.688415e-04
1.030000,4.987932e-05
1.040000,6.945610e-06
1.050000,2.620304e-06
1.060000,7.697179e-07
1.070000,6.439478e-07
1.080000,5.420666e-07
1.090000,5.381879e-07
1.100000,1.399769e-06
1.110000,1.146936e-06
1.120000,9.887747e-07
1.130000,1.150262e-06
1.140000,2.950402e-06
1.150000,3.862631e-06
1.160000,5.407439e-06
1.170000,7.455771e-06
1.180000,1.295159e-05
1.190000,1.765740e-05
1.200000,2.424059e-05
1.210000,2.780315e-05
1.220000,4.641523e-05
1.230000,4.970330e-05
1.240000,6.565163e-05
1.250000,7.892943e-05
1.260000,7.341303e-05
1.270000,8.955209e-05
1.280000,1.142401e-04
1.290000,1.426027e-04
1.300000,8.799208e-05
1.310000,1.024904e-04
1.320000,1.088772e-04
1.330000,1.276076e-04
1.340000,2.682620e-04
1.350000,2.853478e-04
1.360000,2.218693e-04
1.370000,2.353188e-04
1.380000,4.605844e-04
1.390000,4.257746e-04
1.400000,5.992291e-04
1.410000,5.074436e-04
1.420000,3.309488e-04
1.430000,3.567985e-04
1.440000,5.184144e-04
1.450000,8.611644e-04
1.460000,4.047816e-04
1.470000,2.911254e-04
1.480000,2.563687e-04
1.490000,2.708828e-04
1.500000,3.858055e-04
1.510000,2.261425e-04
1.520000,1.775796e-04
1.530000,1.593513e-04
1.540000,2.023944e-04
1.550000,1.904936e-04
1.560000,2.161222e-04
1.570000,2.010009e-04
1.580000,5.441406e-04
1.590000,4.844968e-04
1.600000,5.493043e-04
1.610000,6.776222e-04
1.620000,5.838745e-04
1.630000,5.161574e-04
1.640000,5.313156e-04
1.650000,5.579487e-04
1.660000,5.180432e-04
1.670000,4.185069e-04
1.680000,2.569413e-04
1.690000,2.383887e-04
1.700000,1.686730e-04
1.710000,1.942869e-04
1.720000,1.625148e-04
1.730000,1.576512e-04
1.740000,4.425034e-05
1.750000,5.143765e-05
1.760000,5.959822e-05
1.770000,7.527728e-05
1.780000,1.007004e-04
1.790000,1.180915e-04
1.800000,1.054556e-04
1.810000,1.229520e-04
1.820000,2.253437e-04
1.830000,2.126396e-04
1.840000,2.194351e-04
1.850000,2.076289e-04
1.860000,2.895062e-04
1.870000,2.281744e-04
1.880000,2.860986e-04
1.890000,2.514079e-04
1.900000,2.510874e-04
1.910000,2.143297e-04
1.920000,2.543722e-04
1.930000,3.634305e-04
1.940000,1.503400e-04
1.950000,1.170986e-04
1.960000,1.264153e-04
1.970000,1.379330e-04
1.980000,2.274902e-04
1.990000,1.476108e-04
2.000000,9.584671e-05
2.010000,6.451415e-05
2.020000,3.903773e-05
2.030000,2.994425e-05
2.040000,3.338976e-05
2.050000,2.729823e-05
2.060000,5.663576e-05
2.070000,5.368265e-05
2.080000,5.174120e-05
2.090000,6.289514e-05
2.100000,4.644506e-05
2.110000,4.478226e-05
2.120000,4.383011e-05
2.130000,4.897478e-05
2.140000,4.301356e-05
2.150000,3.201431e-05
2.160000,1.678365e-05
2.170000,1.511020e-05
2.180000,1.310686e-05
2.190000,9.796114e-06
2.200000,6.484565e-06
2.210000,5.513334e-06
2.220000,5.625716e-06
2.230000,3.835435e-06
2.240000,3.092587e-06
2.250000,4.090527e-06
2.260000,6.594998e-06
2.270000,7.740443e-06
2.280000,8.136596e-06
2.290000,1.126114e-05
2.300000,2.015247e-05
2.310000,2.655912e-05
2.320000,2.722770e-05
2.330000,3.789402e-05
2.340000,5.223100e-05
2.350000,7.519283e-05
2.360000,1.028116e-04
