0.001978,0.001244,-0.001171,-0.005277,-0.005991,0.001702,-0.006690,0.017803,0.010026,-0.217840,-0.188018,-0.086834
0.001806,-0.000731,-0.001378,-0.005500,-0.006837,0.002189,0.001521,0.009759,0.000439,-0.251250,-0.093648,-0.077969
0.000526,-0.001933,-0.000926,-0.005471,-0.007513,0.001946,0.010083,0.009708,-0.036270,-0.241230,0.011186,-0.029919
-0.001227,-0.001733,-0.000745,-0.004175,-0.007079,0.001854,0.006791,-0.003926,-0.031165,-0.190529,0.094333,0.037588
-0.001470,-0.000732,-0.001444,-0.003595,-0.006502,0.002044,0.001973,-0.018608,0.033207,-0.113411,0.136619,0.097881
-0.000270,0.000067,-0.002470,-0.003680,-0.006635,0.002608,0.005288,-0.015073,0.068130,-0.031026,0.137385,0.126718
0.000856,0.000796,-0.003059,-0.002215,-0.006213,0.003682,0.005128,0.000023,-0.002647,0.035495,0.110464,0.109790
0.001511,0.001491,-0.002836,-0.000313,-0.005903,0.004029,-0.010981,0.019928,-0.076006,0.071529,0.074225,0.046320
0.001970,0.001247,-0.002276,0.000363,-0.006310,0.002751,-0.023655,0.015430,-0.050048,0.072595,0.042694,-0.051030
0.001977,0.000191,-0.001674,0.000754,-0.006469,0.001327,-0.023574,-0.025906,0.028940,0.044521,0.021405,-0.160245
0.001148,-0.000843,-0.000859,0.001254,-0.006899,0.001559,-0.030928,-0.061516,0.059303,0.000459,0.008055,-0.256872
-0.000471,-0.001305,-0.000378,0.000853,-0.007649,0.001458,-0.031071,-0.055878,0.017665,-0.044030,-0.003919,-0.320643
-0.002110,-0.000788,-0.000723,-0.000251,-0.007966,-0.000027,-0.010086,-0.022999,-0.010898,-0.076029,-0.021356,-0.340156
-0.002695,0.000533,-0.001363,-0.000623,-0.007641,-0.001080,-0.007988,-0.008487,0.029415,-0.089050,-0.047671,-0.314689
-0.002278,0.001505,-0.001465,0.000168,-0.006892,-0.001204,-0.026101,-0.013118,0.066538,-0.084306,-0.079826,-0.253249
-0.001631,0.001462,-0.001147,0.001083,-0.006441,-0.000715,-0.021861,-0.010228,0.029482,-0.068805,-0.108042,-0.171497
-0.001183,0.001047,-0.001131,0.001607,-0.005657,-0.000354,-0.001572,-0.015472,-0.025162,-0.051033,-0.119339,-0.086710
-0.000759,0.000913,-0.001588,0.002455,-0.004236,0.000388,0.022106,-0.012773,-0.031176,-0.036416,-0.104347,-0.012376
0.000099,0.000994,-0.002000,0.003427,-0.003574,0.001488,0.039648,0.011496,0.006969,-0.025081,-0.064010,0.045359
0.000951,0.001073,-0.001580,0.003831,-0.003448,0.001517,0.030975,0.007963,0.026378,-0.013029,-0.011126,0.088276
0.001105,0.001328,-0.000249,0.004196,-0.003592,0.001663,0.004828,-0.024169,0.001307,0.004157,0.035447,0.122571
0.000693,0.001439,0.001197,0.004649,-0.004639,0.002521,-0.018477,-0.027459,-0.022255,0.027541,0.060733,0.152613
-0.000059,0.000927,0.002228,0.004626,-0.004854,0.002733,-0.013838,0.012389,-0.020655,0.053611,0.061427,0.176833
-0.000961,0.000145,0.002491,0.004651,-0.003029,0.002848,0.001577,0.046532,0.005122,0.076101,0.047044,0.188815
-0.001644,-0.000669,0.001580,0.005698,-0.001485,0.003684,-0.010443,0.043820,0.003254,0.089464,0.034263,0.182785
-0.001991,-0.001750,-0.000129,0.007180,-0.001595,0.004439,-0.024199,0.013573,-0.033701,0.091759,0.037796,0.159239
-0.001802,-0.002930,-0.001835,0.007949,-0.001903,0.004404,-0.016708,-0.020205,-0.025162,0.085468,0.062715,0.126260
-0.000887,-0.003378,-0.002648,0.007974,-0.001645,0.004137,-0.004562,-0.021099,0.040917,0.076237,0.101642,0.096005
0.000123,-0.002772,-0.002133,0.007056,-0.001117,0.004306,-0.007184,0.008438,0.078353,0.070208,0.137360,0.078840
0.001076,-0.001713,-0.001271,0.005890,-0.000840,0.004409,-0.023028,0.032595,0.016728,0.071186,0.150001,0.078261
0.002277,-0.000687,-0.000567,0.007383,-0.002193,0.004722,-0.033786,0.035574,-0.064528,0.078867,0.126481,0.089372
0.002921,0.000154,0.000691,0.016460,-0.006455,0.008067,-0.037367,0.020506,-0.043835,0.088868,0.067594,0.101492
